Id,LotArea,LotFrontage,YearBuilt,OverallQual,GrLivArea,BedroomAbvGr,FullBath,GarageArea,TotalBsmtSF,Neighborhood,GarageType,SalePrice
528,73137,64.15641227723842,1886,7,1927,2,1,554.6092383671521,776.1222513947694,Timber,Attchd,152989
529,60675,54.846120717900874,1981,1,1873,1,1,481.8195338559924,986.7815616745152,Timber,BuiltIn,315227
530,35046,75.79731684343349,1944,3,1074,3,1,432.1290369857141,,StoneBr,Detchd,388704
531,136047,,1961,10,1594,4,2,392.3191574408268,912.9311193167339,NoRidge,Detchd,181598
532,71759,,1908,3,1854,1,3,301.1194915992344,1312.7995761782304,StoneBr,Detchd,133881
533,16390,,1875,7,1021,2,1,297.32458415101223,472.1225505240227,NoRidge,Attchd,250203
534,155842,,1955,4,1589,2,3,720.928298571305,1030.1522513507996,StoneBr,Attchd,163441
535,8213,,1931,3,2152,2,1,378.46620117165816,727.7785728513472,NoRidge,Attchd,229927
536,94889,68.72497266989303,1957,6,1386,2,3,929.2877326965651,472.4356506639841,NoRidge,Attchd,163097
537,206709,74.88195216134997,1942,10,455,5,1,616.1532282222944,,StoneBr,Detchd,338209
538,66817,69.6286997255909,1902,6,334,3,2,0.0,1607.406793901163,Timber,Attchd,136765
539,197689,46.464090106479176,1888,10,1678,3,1,662.0174294726991,794.4502009181645,Timber,Detchd,219263
540,84479,,1878,5,1570,2,3,461.6238015753674,929.7913665359825,NoRidge,Detchd,148796
541,122561,115.13826750886356,1997,6,1613,3,1,175.55032605986173,169.23408975970733,NridgHt,Attchd,161653
542,132242,83.12535288284043,1954,3,1771,1,1,752.110612762756,,NridgHt,Attchd,153429
543,195166,84.35444271426772,1899,10,738,1,2,379.713776240945,561.7955293131788,StoneBr,Attchd,243107
544,210843,73.14517993506816,1881,5,1091,3,2,361.52047489969834,1042.2561958959818,StoneBr,Attchd,261231
545,189077,93.26087732269605,1898,9,1737,2,2,553.2906636256507,1006.637256322471,StoneBr,Detchd,226140
546,174829,21.0,1998,4,1901,4,3,717.5656926650342,1202.6259345676235,NridgHt,Attchd,173272
547,212082,69.90730530899532,1914,2,1380,2,2,497.27085241440585,1354.9087623318137,Timber,Detchd,191355
548,116539,56.25695193530772,1940,5,763,5,2,481.9493404496025,1179.0460760651736,StoneBr,Detchd,259083
549,47992,73.49963435251094,1934,3,1693,4,1,323.87067290700384,582.2619547449999,StoneBr,Attchd,262377
550,111218,96.22306156415459,1941,3,1541,5,2,713.9119656928697,1199.2462876234868,Timber,Detchd,61679
551,208731,70.45682022918585,1970,4,959,3,2,499.33286832357885,1335.9194451603225,NoRidge,Detchd,162255
552,147967,61.34818387190389,1942,4,473,5,2,424.75517073276194,869.4273366049295,StoneBr,Detchd,165398
553,73505,36.321495286229265,1964,5,1814,3,2,398.20552833082314,246.42089167595213,NridgHt,Attchd,236455
554,26540,67.37736370675863,2003,7,1190,5,2,692.74067745563,,NridgHt,Attchd,176152
555,110509,,1882,4,1613,4,1,416.86275039198665,1095.7700872152411,StoneBr,Attchd,241225
556,70202,49.81388495171276,2005,7,1593,5,1,693.2910902809588,0.0,NridgHt,Attchd,117518
557,23137,21.9198434317734,1993,9,912,2,2,372.0830134817013,1965.8411042566986,Timber,Detchd,200754
558,69245,124.58176362907268,1889,3,1734,3,1,627.5733735295063,846.8232541217576,NoRidge,Detchd,259340
559,141319,78.04421161841671,1938,5,1063,1,1,517.3185825932655,2127.7311791708416,NoRidge,BuiltIn,100314
560,152822,64.682233873817,1968,4,729,5,1,269.5384324430334,1222.6629567333734,StoneBr,Attchd,494485
561,91967,103.38387532490493,1905,9,662,3,2,454.387115107881,968.0236226437544,StoneBr,Attchd,291317
562,113355,,2008,5,1513,1,1,4.21097589015659,1137.5980839709073,NoRidge,Detchd,181018
563,210309,101.9687634791496,1915,10,2351,3,2,313.7754740191838,745.6297161738503,NoRidge,Attchd,129891
564,55540,,1966,2,1536,3,1,135.34942927443558,1083.9152645271001,StoneBr,Attchd,168683
565,109018,39.411499026756864,1962,10,2451,1,1,900.4650199404502,1939.6624579783957,NridgHt,Attchd,187088
566,163877,81.03987079391334,1982,1,2275,1,2,,662.5047531199194,StoneBr,Attchd,215794
567,197890,111.40685576726428,1942,7,1786,4,2,1026.3591942246471,1291.1471072225443,Timber,Detchd,329746
568,196809,46.03238343165263,1924,1,2341,5,2,583.0558199910553,741.0258671648976,StoneBr,Attchd,149548
569,84610,,1942,8,2282,5,2,361.9624260580535,983.2124478462858,StoneBr,Detchd,226590
570,97895,50.387174331951655,1924,9,2133,3,1,645.5610615328568,1924.7319365735857,StoneBr,Detchd,107887
571,184934,,1979,7,525,2,2,335.0738500998563,1288.11673608781,StoneBr,Attchd,153334
572,142668,,1890,9,1390,2,2,171.35653959277187,1384.3506768049037,StoneBr,BuiltIn,210344
573,77264,,1937,10,1150,3,1,489.9210373966892,1088.1015678669528,StoneBr,Attchd,238546
574,141790,78.1827069644064,1872,6,2129,4,2,622.8155570138155,2240.3195434569284,NridgHt,,133856
575,91867,63.954041611092215,1977,7,1353,1,2,746.579931586044,640.1085909051578,StoneBr,Attchd,151675
576,85838,67.30537915239594,1926,3,2434,3,2,579.5142434456243,363.655732591022,NoRidge,,324499
577,179953,,1886,9,1568,5,2,359.72005793476313,1797.1595243149927,StoneBr,Attchd,287960
578,151907,78.3581973163392,1998,3,1500,2,2,769.6630815652961,889.4848221433435,NridgHt,Detchd,196653
579,179433,95.21099872736701,1886,6,1316,2,2,721.8768268145125,,Timber,Detchd,73950
580,31407,54.59280718402048,1992,4,1418,2,1,530.5697509431097,1810.4813809729603,NoRidge,Attchd,493989
581,214761,29.621055257513966,1937,9,1656,4,2,732.1064378202278,1242.9423294503406,StoneBr,BuiltIn,179484
582,40887,62.72525628359884,1985,1,1480,5,1,940.5494065507489,2036.3292213250952,StoneBr,Attchd,159657
583,76155,88.1508814864535,2008,9,1270,4,1,356.6730368199411,1116.7899837716136,NoRidge,Attchd,146806
584,58907,59.895271699300125,1943,4,1302,1,1,280.4689759914372,746.1323067002913,StoneBr,Detchd,210315
585,197834,34.058824932156135,1969,10,2471,3,2,350.4445132484155,23.820877995951378,NridgHt,Detchd,211176
586,137127,88.31782837406513,1915,5,2563,3,2,184.1748935873095,1188.940329848038,StoneBr,Attchd,264624
587,47595,103.9683555279595,1887,1,1267,2,2,599.519963907972,75.20889666123321,Timber,Attchd,124915
588,196623,70.48037320266218,1949,1,1960,2,3,128.48071491245094,1199.5168463633788,NridgHt,CarPort,159662
589,2542,31.461019360441647,1923,6,1080,1,1,743.7130460913432,1697.7372587714162,StoneBr,Detchd,407596
590,105248,62.37206699153094,1873,10,1343,4,1,329.15312985887357,1049.510358345336,Timber,Attchd,197926
591,5688,73.6369331398065,1932,1,944,5,2,763.76346895265,1140.4566625608338,NoRidge,Attchd,168856
592,80096,,2003,2,2050,1,3,0.0,1458.9768017565066,NridgHt,None2,124140
593,190725,,1997,3,1769,3,2,390.5698476713802,1350.9255329210864,StoneBr,Detchd,221502
594,142805,48.22093324240482,1923,7,1869,3,1,196.2957710281617,1566.4588368510035,StoneBr,BuiltIn,273272
595,4588,70.6150641376486,1912,2,1981,4,1,762.6179534338753,1048.5805835516248,NoRidge,Attchd,256696
596,3146,64.52026997587929,1902,5,1058,1,1,832.3113068798193,68.75163665956848,NoRidge,Detchd,163128
597,145699,84.78051515560206,1992,9,1344,5,1,,1573.2717666932033,NridgHt,Detchd,209047
598,165187,69.65753973773062,1922,10,1748,1,1,658.2943734834305,952.1659714530969,NridgHt,Attchd,353090
599,198595,,1966,8,1333,1,2,701.6990936830061,671.2714732038185,NridgHt,Attchd,277664
600,16953,50.73123423438571,1882,8,1551,4,2,542.6964883951168,1204.4756368230455,StoneBr,Detchd,132210
601,53733,70.83445635023844,2007,2,1095,5,2,598.8669482141727,1138.8918595079522,StoneBr,Attchd,65343
602,167087,,1883,1,2213,3,1,583.4357731619708,727.9859785747793,NridgHt,Detchd,203724
603,190664,,1970,9,2007,2,1,659.0748151480256,492.62843294129186,StoneBr,Detchd,249008
604,215019,,1916,10,2164,5,2,239.21205333806327,1262.634342244874,NoRidge,Detchd,117023
605,197572,78.73531216134636,1905,4,1861,3,2,729.9057897101636,683.9063362525344,Timber,Detchd,180286
606,84587,61.87822667063642,1943,9,940,4,2,517.8001158816219,1107.214345584675,StoneBr,Attchd,162809
607,63493,92.35766154553016,1892,7,1263,5,2,504.95744171073744,1220.942511040109,NridgHt,Attchd,188627
608,186334,76.3353834264678,1912,6,1146,5,2,,1482.0293311123116,StoneBr,Detchd,145500
609,214386,,1893,10,1379,3,1,201.05547919047837,1987.2864814358502,NoRidge,Attchd,303161
610,87892,102.09745587792837,1892,9,2070,3,1,140.56337246362705,1161.1348393600142,NridgHt,Attchd,191952
611,210039,88.40771035312088,1942,10,741,1,2,447.0991172671845,870.2663145534345,Timber,Attchd,127288
612,123849,94.04394907027674,1885,4,1208,1,2,803.3173313154908,1785.053363177166,NridgHt,Attchd,261137
613,154760,79.61207096470649,1950,1,1307,5,1,219.32811745809607,1517.1127079643493,NridgHt,Detchd,109113
614,67519,21.0,1944,5,825,2,2,510.48305030262543,1130.9201491967756,NridgHt,Attchd,302432
615,1951,96.22284619016384,1923,6,1622,4,2,319.62964370167936,1160.8177693583493,StoneBr,Attchd,268938
616,136641,71.4589043996796,1947,6,1335,3,2,290.8906161398679,1068.8142468980575,Timber,CarPort,315440
617,65774,78.47726036393908,1890,1,2098,1,1,580.1601503190442,1128.2108505819501,NoRidge,Detchd,169823
618,145958,82.96921714656796,1898,7,1370,4,1,635.5063568693428,1012.2811106288914,StoneBr,Detchd,148356
619,139779,,1884,8,1755,5,2,304.46398564187064,629.049418249243,Timber,Detchd,187104
620,171011,56.890631572813454,1978,5,1575,3,2,769.8715547768916,1060.895448436209,Timber,Detchd,174912
621,184857,57.51032823425318,2000,2,334,3,2,563.415776069403,1828.4433812946713,StoneBr,Detchd,139346
622,19657,49.57517147897038,1956,2,761,1,3,421.2809155941601,698.7575615659822,NridgHt,Attchd,144982
623,76226,44.321378766517185,1980,5,1716,2,2,547.3688596837275,937.9118907583962,Timber,CarPort,156258
624,107216,44.76325039396732,1986,7,1692,3,2,908.7783681364303,665.4474421580987,NoRidge,Attchd,113302
625,173929,,1922,7,1478,2,1,634.2555807355461,1565.0688778006884,StoneBr,BuiltIn,237281
626,147501,80.23973945421942,1872,4,2213,4,2,323.47885585461506,1421.2401127950595,Timber,,177175
627,106136,117.70735755429004,1992,3,1782,3,2,468.99659601071727,495.8206718646736,NoRidge,Attchd,159925
628,181319,119.23778372368528,1994,9,2339,3,2,501.0915384307022,170.89499390078493,NoRidge,Attchd,116038
629,9413,,1903,7,334,2,3,615.3863525560203,1437.042817508395,NoRidge,Attchd,113739
630,208103,,1964,2,2425,1,2,524.2632122660156,469.06173344723163,NoRidge,Detchd,392456
631,28227,,1939,1,1196,5,2,878.5993165157645,1420.6089306303709,StoneBr,None2,140774
632,134518,80.3763271409868,1934,2,1528,4,1,424.4891042579497,776.8859375178812,NoRidge,None2,230966
633,62561,73.22837611827077,1953,3,2138,3,1,102.80018075066636,1362.1048546417287,StoneBr,CarPort,193081
634,199502,63.83837010777836,1912,5,404,1,1,518.9091138724118,1251.967111087934,NoRidge,Attchd,59619
635,194044,98.27923467863707,1874,3,1381,3,1,378.599207372033,821.4966435049316,NoRidge,None2,370569
636,114888,44.24677699104481,1965,10,2044,4,2,151.13736810814726,671.1225062069076,StoneBr,Attchd,237862
637,69457,81.5410015707032,1930,9,1191,5,1,,1309.7747569591193,NridgHt,Detchd,133085
638,87339,78.27841222054269,1889,10,1994,3,2,396.30497481005347,752.954868959291,Timber,Attchd,178879
639,107149,71.0409269604004,1975,4,1870,2,2,716.9181022776039,1543.8423247133978,Timber,Attchd,114249
640,152039,88.90551177840607,1945,7,1603,1,2,155.5848599698548,691.5983874958295,StoneBr,CarPort,375608
641,157076,70.80969507838724,1991,4,1829,5,2,547.8540472611107,1210.8037908336132,NoRidge,BuiltIn,125838
642,209088,57.171337841501256,1947,3,2194,3,1,948.1828530055345,,StoneBr,,146764
643,3344,72.22027141557142,1879,10,1831,5,3,435.5796099651902,1059.5084945326746,NoRidge,Detchd,135129
644,36072,31.78951192869215,1952,1,2002,2,1,429.2925352116532,749.4686511217567,StoneBr,Attchd,186832
645,155547,84.7051535487176,1972,9,1052,3,3,627.0321751682275,978.5917748550577,Timber,Detchd,312994
646,20949,,1880,1,1820,5,1,584.7468615255119,0.0,StoneBr,Detchd,370113
647,111637,,1961,1,1771,3,2,776.3583159154603,700.1270302441815,Timber,Attchd,154232
648,20959,48.531730681161434,1919,1,2105,3,1,437.2382186296831,799.0384709829391,Timber,Attchd,210474
649,199367,,1986,5,907,5,1,,1025.446203511893,Timber,Attchd,186946
650,151176,68.48744854288263,1958,7,2078,3,2,626.6735688190404,1624.7111864602484,StoneBr,Detchd,122170
651,126798,75.18126299285433,1966,7,1053,2,2,401.1910388656212,750.6963034775877,NridgHt,Attchd,476793
652,211967,108.77180665336193,1985,10,2743,5,1,448.60823934384587,1677.739483922035,StoneBr,Attchd,312050
653,110834,105.73818438666771,1889,1,1048,5,2,470.60337730760915,678.8372178751731,StoneBr,Attchd,195137
654,61640,89.9570239617408,1900,6,902,2,1,208.13223966695102,570.5344577560738,NridgHt,Attchd,340634
655,26862,,1873,9,1362,2,2,389.82282380092107,229.82905811885405,NridgHt,Detchd,293801
656,160515,,1949,6,2065,2,2,793.1792087281121,1323.378460012954,Timber,,186943
657,22819,110.31129360211028,1939,4,1701,3,2,695.0713557536191,1094.763844592953,NoRidge,Attchd,206117
658,102251,64.05658886362458,1969,10,2396,3,2,348.893714036885,1297.3684002647954,NoRidge,Attchd,331262
659,183622,76.75297921444604,1988,9,1357,4,1,469.6311802140165,1114.7814824661414,Timber,Attchd,123915
660,140269,,1981,3,1257,3,1,680.8774363374941,1052.9624449816436,StoneBr,BuiltIn,353377
661,186227,71.47830052894426,1912,10,1129,2,3,567.8888171340351,1181.8620220584155,NoRidge,Attchd,165341
662,98396,97.62633629077172,1986,4,1238,4,1,644.1809438330321,2001.9414122980224,StoneBr,Attchd,332929
663,30235,,1952,4,781,2,2,587.3034174220603,848.9411319458245,NridgHt,Detchd,180543
664,32793,,1993,4,1174,1,2,519.0980401842464,1958.8474482420393,NridgHt,Attchd,207079
665,202057,80.7362934233521,1958,6,879,5,3,437.4989658708739,1431.187416177357,Timber,Detchd,178455
666,208767,69.09040810675444,1893,7,1892,1,2,217.24676810431595,1217.3218817926152,StoneBr,Attchd,146250
667,140582,71.78045467653197,1920,9,2292,2,1,621.1382654902071,1300.4380422395739,Timber,Detchd,162396
668,93805,68.50622852022396,1887,3,1631,3,2,425.54506814641434,0.0,NoRidge,Attchd,314097
669,90859,39.177140357693204,1939,8,1161,5,3,120.35220471463532,942.1296865226894,NoRidge,Attchd,71693
670,214508,45.98033293639319,1893,8,1905,3,3,356.2289754527535,762.7675539883012,NoRidge,Attchd,110219
671,42227,87.77314085976836,1956,1,1494,3,2,655.3899935429018,1984.3406711300336,StoneBr,Detchd,135351
672,106045,39.77508940081688,1992,5,2047,5,2,62.94082240908767,907.1259912743458,Timber,CarPort,117533
673,16287,,1951,10,1018,5,2,252.6817537481001,1043.9178104504733,Timber,Attchd,330978
674,206014,44.79751433279997,1926,5,1055,1,2,502.3465478823123,1036.7868006108197,NoRidge,Detchd,299205
675,119210,59.01474524706836,1906,8,1896,2,2,773.8237896863727,483.43217031029417,Timber,Detchd,229263
676,112989,66.27353670150977,1905,8,1504,3,2,686.9948787518374,811.0627054112231,NridgHt,CarPort,140181
677,145875,60.25038979920457,1944,2,2001,2,2,794.3498083868143,1415.61818306358,NridgHt,,308610
678,199374,35.71925374599825,1948,3,1064,2,2,517.4653156274104,121.13682171330458,NridgHt,Attchd,95852
679,100282,65.54726794368486,2003,2,1742,4,2,428.23538702405483,1193.6836961431682,NridgHt,Detchd,426176
680,54948,46.98649212525048,1996,1,1801,1,2,653.4676283286524,661.2503726911484,Timber,,137580
681,71013,54.72262696657357,1882,2,708,3,1,280.5354021148272,1627.6644313691354,NridgHt,Attchd,162917
682,7568,87.77248367919988,1932,10,1513,5,1,263.83998444978783,1230.3706558043236,NridgHt,Attchd,152371
683,111540,92.92943191497659,1993,6,456,5,2,225.81078811404396,389.82189944639276,NridgHt,BuiltIn,117779
684,120462,38.536699942650635,1906,1,2286,2,1,706.021308886523,874.3122499513515,NridgHt,BuiltIn,390764
685,163799,107.64798152987552,1940,6,823,1,2,294.39975641988786,1256.1128532861544,NridgHt,Detchd,248047
686,14240,,1928,1,1415,1,2,687.1291294224814,923.5641663120323,StoneBr,None2,294196
687,89833,55.575757104834594,1883,2,1512,3,2,,1120.707826155218,StoneBr,Detchd,110895
688,66245,48.60028510382126,1996,8,1009,3,2,,1048.555061892878,NridgHt,Attchd,194500
689,140363,71.34188979967688,1914,6,2485,2,1,236.4482131878768,1437.5344567174125,NridgHt,Attchd,222843
690,133057,,1948,9,1151,2,2,339.13964947005013,1249.9693750783474,Timber,Attchd,201615
691,177620,,1939,1,1373,2,2,570.1536597772226,1035.8365187029158,NridgHt,,113739
692,163267,21.0,1930,5,1153,4,1,380.77457996616715,1064.8658870794213,NoRidge,Attchd,278177
693,170013,76.44425261793013,1873,7,1148,1,2,0.0,581.6358465260431,StoneBr,Attchd,189934
694,1837,83.66414015020716,2007,9,1457,2,3,179.3364771843041,1701.180702625081,NridgHt,Detchd,123479
695,132496,71.26413303556525,1892,9,1884,1,1,234.76306747950747,2357.4118864806187,StoneBr,BuiltIn,86138
696,147664,,1972,4,1599,5,2,250.62272810287024,911.976680763904,NridgHt,Detchd,230609
697,57552,,1957,4,1116,5,2,618.9016009126107,1077.940067713523,NoRidge,BuiltIn,482143
698,2971,47.32312546490189,1993,4,1511,1,1,545.1284198407755,1502.6056081782708,NridgHt,Attchd,120537
699,52694,72.9749903801415,1946,3,797,5,2,507.71606726292623,1500.1571862240435,StoneBr,BuiltIn,193686
700,176960,112.19366465749178,1946,8,2136,5,2,902.8551677631817,1135.2780708225896,StoneBr,Attchd,282099
701,204597,83.45633584216122,1954,5,1249,5,1,724.4980334915163,628.4618008923119,StoneBr,Attchd,108874
702,190617,,1949,7,1277,3,2,644.5893281030252,1855.1717293006704,Timber,BuiltIn,149317
703,120576,44.23176410638599,1892,10,493,3,1,153.0130631596951,1356.0618664778049,StoneBr,Attchd,128251
704,74892,,1991,6,1248,1,2,485.74154635343274,1153.8209701270025,NridgHt,Attchd,268253
705,62588,,1883,9,2398,1,0,,739.6786703691664,NoRidge,Attchd,307436
706,207473,112.42617659104505,1954,3,1836,4,1,,1082.4423190334746,NoRidge,Detchd,192804
707,101409,45.71374457527904,1984,6,2097,3,2,838.1652730874355,260.457605771741,NridgHt,None2,129200
708,7164,50.88446515603931,1886,3,1576,1,2,483.9576368628284,1382.2571339094447,Timber,Attchd,151554
709,90359,34.646184566449264,1984,2,334,3,1,210.1333642390885,1489.2985270447793,NridgHt,BuiltIn,140591
710,93491,72.05959166935348,1995,3,1551,4,2,259.5612426596956,1157.864197462869,StoneBr,Attchd,122382
711,121305,71.0509995487146,1986,2,1620,1,3,961.4212603804849,635.4489661800758,Timber,Attchd,173685
712,137951,106.31778594824111,1903,2,1985,1,2,383.0936828638148,1255.3830403051309,NridgHt,Attchd,227691
713,200232,88.63395804732234,1970,10,1495,1,2,28.194806155067113,1402.6501824988134,Timber,Detchd,220117
714,33036,51.0215988818788,1958,7,1109,1,2,344.7402811587689,730.7192349844165,NoRidge,Attchd,180326
715,137563,,1983,10,1462,2,2,82.10342839446014,1467.022585964512,NridgHt,Attchd,185097
716,204902,,1895,3,1335,3,2,669.3045108727513,1287.263153786843,NridgHt,,175114
717,96254,52.75952706806457,1920,8,1789,3,1,54.66165506593495,936.7068382334164,NoRidge,Attchd,107681
718,117634,72.84302916974129,1903,2,1464,3,1,172.92811066792217,812.1892007756916,Timber,Detchd,192888
719,98149,42.834726915217644,1946,7,995,4,2,473.85355194938023,978.4740484717036,NoRidge,Attchd,143252
720,103110,95.55181240979542,1980,3,1812,2,3,710.4073557415184,630.8768501189622,Timber,Attchd,105543
721,95013,124.70350803635253,1882,9,1127,3,2,458.14110934542344,1171.2553384309163,NridgHt,Attchd,209839
722,29859,62.93146982049671,1939,7,1349,3,2,203.86387631100393,1302.1747046220835,Timber,Attchd,141651
723,118560,54.35951395141113,1961,9,1271,1,1,512.0684800088034,1570.0139042372198,Timber,Detchd,198177
724,181874,66.8898493438229,1981,2,1639,1,1,,1187.5799376933137,StoneBr,Attchd,253944
725,115709,56.62306411571187,2004,6,795,1,2,715.3982650682478,1228.7884993664252,StoneBr,Attchd,123713
726,19543,76.2815305166532,1903,5,1531,3,3,655.9246323023921,939.3446010401482,StoneBr,Attchd,187712
727,89559,38.26229246313217,1942,2,2082,1,1,358.0478750291381,673.2685359032865,NoRidge,Attchd,87697
728,10570,77.64415356643299,1945,4,1565,3,2,639.8713814262692,868.2598647642726,NoRidge,BuiltIn,333977
729,205307,115.8861577256758,2009,4,1164,4,1,531.0422814386194,1683.923086425192,StoneBr,Detchd,105049
730,146705,21.948578722226785,1970,8,1323,4,2,765.4972258781404,1335.3615312345564,NridgHt,Detchd,147250
731,58455,,1892,7,1670,5,2,630.7567996334951,1235.8473609858786,NridgHt,Attchd,309021
732,30071,59.318623746705924,1911,5,1809,2,2,590.057085123814,260.0522233231288,NridgHt,Detchd,164720
733,159563,83.00542769142174,1913,9,2304,1,0,757.1833284355861,1194.3250460504837,NoRidge,Detchd,112067
734,78615,,1943,1,661,1,1,476.2966018533266,473.26933535463615,Timber,Attchd,240637
735,182313,89.43842782002007,1917,4,1653,2,1,307.55650242903886,504.5761871001564,NoRidge,Detchd,238477
736,100391,29.399156257720136,1953,5,1612,2,3,515.9797040805385,553.7512047170094,StoneBr,,140440
737,132144,53.81570016168882,1944,8,1479,5,1,396.94133891649085,717.7261110440647,Timber,Attchd,146656
738,23371,,1989,3,1701,2,1,602.2980615180359,1422.8579860930597,NridgHt,Attchd,152002
739,138795,68.43522677560422,1912,5,1394,3,2,486.25602348533215,1156.4739433921413,NoRidge,Detchd,166542
740,15697,70.43872205821171,1965,3,990,1,2,559.2284906979936,642.9587839678766,NoRidge,Attchd,84848
741,76423,37.13854927670614,2003,7,1627,2,2,215.31944716036008,802.0546490735562,StoneBr,Detchd,168256
742,104157,59.45069547794175,1970,10,1855,3,3,581.7733185661036,1275.7600305789715,NridgHt,Detchd,369306
743,93938,83.93244509429691,1924,3,1490,2,2,197.9623236131992,1363.3373325870746,NoRidge,Detchd,126427
744,212947,,1999,7,2071,3,3,678.816678848565,1115.6649718098543,NoRidge,Attchd,143260
745,195768,,1900,2,1390,4,2,679.1364365900542,553.2517077826128,Timber,Attchd,112686
746,102409,110.72535566993537,1894,7,1756,3,1,547.462184377853,875.9010541561328,NoRidge,Attchd,231117
747,102342,,1956,9,684,5,3,539.3585983874418,2102.2552638199704,Timber,,292755
748,80932,21.0,1967,5,2692,3,2,425.1376008888351,525.4262994613435,NoRidge,BuiltIn,290088
749,43025,72.73354172796351,1942,6,1395,2,2,343.9090642710995,1221.5955292485326,NridgHt,Detchd,109821
750,17698,140.00878650900773,1879,10,1258,4,2,469.79445003811315,,StoneBr,Attchd,220959
751,167096,,1947,3,1375,4,2,897.2945732243624,936.9404215791216,NridgHt,BuiltIn,321038
752,95687,70.44376141473174,1971,10,1016,3,1,522.0742481926368,1862.0398942606998,StoneBr,None2,221833
753,99672,101.50451628279157,1887,5,901,2,2,185.00969173339206,755.1064514849163,NoRidge,Attchd,219077
754,100999,,1964,5,1536,4,2,107.41118122482402,190.02108136053357,NridgHt,Attchd,149815
755,151087,,1877,3,1574,3,2,165.25208878109572,802.6969698766212,Timber,Detchd,197572
756,107813,64.95269212019097,1908,8,1632,3,1,392.1943318225495,724.3675043974258,StoneBr,Detchd,296660
757,23527,,1966,6,1497,3,3,743.8810040543979,323.7917735292766,StoneBr,CarPort,206302
758,15292,80.2391365610128,1932,3,1471,4,1,253.97446971709962,873.7399025847149,NoRidge,Attchd,109809
759,82813,,1889,1,883,1,1,777.2537477034354,1492.0473228992532,StoneBr,Attchd,150753
760,86830,59.638703629853936,1982,10,1259,2,1,511.401955831627,796.1812372287881,StoneBr,Detchd,293469
761,34044,58.98642189301893,1966,1,1599,5,1,576.4569450115602,891.9346140493544,StoneBr,BuiltIn,206016
762,86763,23.74042173918175,1887,10,1232,5,2,570.5924719141107,1658.653298714515,NoRidge,BuiltIn,189745
763,114829,60.708374659604225,1975,2,1668,2,2,599.4023734947369,728.5090318893855,NridgHt,None2,144959
764,156237,92.8728487623462,1885,10,1444,1,2,384.96778556325853,1328.7092223683094,NoRidge,Attchd,291051
765,32626,,1974,5,1439,2,3,0.0,307.4369523129401,Timber,Detchd,351786
766,152053,46.07795434226163,1939,7,1623,3,2,347.091597192353,632.8636493612619,StoneBr,Attchd,299866
767,101137,24.307300597019193,1901,1,1769,2,2,282.9938542952581,963.3037623779721,StoneBr,Attchd,322175
768,128708,66.58190235789844,1931,1,1886,2,2,539.4603715127154,1587.8035965683116,NridgHt,Attchd,156738
769,25049,92.17066846345546,1924,4,2556,4,2,,656.3949323523684,StoneBr,Detchd,148115
770,201444,58.50644003656441,1935,10,1968,5,2,414.71076065976166,651.1182354183705,NridgHt,None2,169953
771,206265,35.32185990050083,1885,6,737,5,2,848.6823457349985,1176.562742052872,StoneBr,,183734
772,184808,55.851827864689255,1894,9,945,3,2,335.884076897898,1247.037171147157,StoneBr,Attchd,320687
773,196555,77.82781273397832,1993,1,1370,3,2,0.0,602.3724890716126,NoRidge,Detchd,288419
774,37655,99.81849487661657,1878,10,1114,4,2,498.56372810883846,827.8877711899823,NoRidge,Detchd,224404
775,38981,63.839319325014685,1881,5,1720,3,2,,1534.0441034265814,Timber,CarPort,102062
776,69467,95.31741790124192,1973,9,1775,1,2,534.4524278069938,538.9760106545119,NridgHt,Attchd,92097
777,100820,92.65701155557804,1884,8,1261,4,1,396.67936225424467,1206.9082884416675,Timber,Attchd,199187
778,84061,41.76003622274831,1998,7,2139,4,2,524.4557660999624,829.8027983671077,NoRidge,Attchd,257280
779,21946,100.01699483845964,1919,10,2278,2,2,866.5260047622339,1672.7332420819068,NridgHt,Attchd,175253
780,10007,,1876,2,563,2,3,285.7226020164137,1311.8042730891705,NoRidge,Attchd,389172
781,126683,41.03960671013874,1932,9,764,1,1,479.6068614197101,1443.567110601066,NridgHt,Attchd,117340
782,34708,,1993,8,2091,4,1,616.367754098373,821.0005997724857,StoneBr,Attchd,111577
783,19022,,1961,10,1971,4,2,527.3318588024378,1418.9621534921637,Timber,Attchd,138704
784,48902,23.357364344537984,1974,10,1778,2,2,419.9564493215133,1407.5314075854633,Timber,CarPort,136611
785,158062,53.04960765030138,1961,9,1520,5,1,381.7662645814528,1285.0556157509775,NridgHt,Attchd,223313
786,170583,47.14109819883457,1874,9,1460,5,1,411.9683824159582,932.934531571352,Timber,Attchd,152837
787,167643,53.638241581243165,1895,9,1796,2,2,586.8549176404506,1128.3837464769667,NoRidge,BuiltIn,97409
788,180326,59.315550108202075,1988,3,1607,3,2,574.3872854377935,243.6605141941427,Timber,Detchd,258447
789,46602,,1969,7,2201,4,2,921.2697769435883,1829.203027307658,NridgHt,Detchd,89485
790,15540,62.91993499558873,1955,1,1157,1,2,144.1270440069286,791.8779813465085,Timber,Detchd,117868
791,105754,67.66035457655059,1990,9,1524,5,2,849.1920316288845,910.0005297006925,Timber,Detchd,94535
792,139618,84.0974412740213,1913,9,1982,3,1,429.2420655031568,478.48644426788314,NoRidge,BuiltIn,196548
